FUENTE DE FINANCIAMIENTO,PROYECTO,CAPITULO,PARTIDA,DIVISION,DEPARTAMENTO,DESCRIPCION,INICIAL,ADECUACIONES,TRANSFERENCIAS,MODIFICADO,PRECOMPROMETIDO,COMPROMISO,GASTO,DISPONIBLE
Subsidio federal,53301033,BMII,5210101,DCSH,DAH,Equipos y aparatos audiovisuales,20000,0,0,20000,0,0,0,20000
Subsidio federal,53301038,SG,3830101,DCSH,DAH,Colaboración para Eventos,20000,0,0,20000,0,0,0,20000
Subsidio federal,53302001,SG,3830101,DCSH,DAH,Colaboración para Eventos,20000,0,0,20000,0,0,0,20000
Subsidio federal,53302008,MS,2940101,DCSH,DAH,Refacciones y Accesorios para equipo de cómputo,20000,0,-20000,0,0,0,0,0
Subsidio federal,53302008,BMII,5210101,DCSH,DAH,Equipos y aparatos audiovisuales,0,0,25500,25500,0,0,25170.84,329.16
Subsidio federal,53302009,SG,3710601,DCSH,DAH,Pasaje aéreos internacionales,20000,0,0,20000,0,0,0,20000
Subsidio federal,53303002,SG,3710601,DCSH,DAH,Pasaje aéreos internacionales,20000,0,-9256,10744,0,0,10744,0
Subsidio federal,53303002,SG,3760201,DCSH,DAH,Viáticos en el extranjero,0,0,9256,9256,0,0,0,9256
Subsidio federal,53303006,SG,3710601,DCSH,DAH,Pasaje aéreos internacionales,15000,0,0,15000,0,0,0,15000
Subsidio federal,53303006,SG,3830101,DCSH,DAH,Colaboración para Eventos,5000,0,0,5000,0,0,0,5000
Subsidio federal,53303007,MS,2110101,DCSH,DAH,Papeleria y Articulos de Oficina,4000,0,0,4000,0,0,0,4000
Subsidio federal,53303007,SG,3710601,DCSH,DAH,Pasaje aéreos internacionales,16000,0,0,16000,0,0,0,16000
Subsidio federal,53303008,SG,3710601,DCSH,DAH,Pasaje aéreos internacionales,20000,0,0,20000,0,0,0,20000
Subsidio federal,53401007,MS,2110101,DCSH,DEC,Papeleria y Articulos de Oficina,2000,0,0,2000,0,0,0,2000
Subsidio federal,53401007,SG,3330101,DCSH,DEC,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,20000,0,0,20000,0,0,0,20000
Subsidio federal,53401007,SG,3710401,DCSH,DEC,Pasajes aéreos nacionales,10000,0,0,10000,0,0,0,10000
Subsidio federal,53401007,SG,3750401,DCSH,DEC,Viáticos en Territorio Nacional,10000,0,0,10000,0,0,0,10000
Subsidio federal,53401007,SG,3830101,DCSH,DEC,Colaboración para Eventos,8000,0,0,8000,0,0,0,8000
Subsidio federal,53401008,MS,2110101,DCSH,DEC,Papeleria y Articulos de Oficina,14000,0,-5803,8197,125.01,0,8196.51,0.49
Subsidio federal,53401008,MS,2610301,DCSH,DEC,"Combustibles, lubricantes y aditivos",0,0,3500,3500,0,0,1500,2000
Subsidio federal,53401008,MS,2940101,DCSH,DEC,Refacciones y Accesorios para equipo de cómputo,40000,0,0,40000,0,0,18518.6,21481.4
Subsidio federal,53401008,SG,3330101,DCSH,DEC,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,60000,0,-6000,54000,0,0,0,54000
Subsidio federal,53401008,SG,3360401,DCSH,DEC,Impresión y elaboración de material informativo derivado de la operación y administración,115000,0,-70727.8,44272.2,0,0,0,44272.2
Subsidio federal,53401008,SG,3830101,DCSH,DEC,Colaboración para Eventos,50000,0,-36792.42,13207.58,0,0,2700,10507.58
Subsidio federal,53401008,BMII,5150101,DCSH,DEC,Equipo de cómputo y de tecnologías de la información,0,0,41905.2,41905.2,0,0,41905,0.2
Subsidio federal,53401008,BMII,5150102,DCSH,DEC,Infraestructura de Comunicación de Voz y Datos,40000,0,-16916,23084,0,0,23084,0
Subsidio federal,53401018,SG,3530101,DCSH,DEC,Mantenimiento y conservación de bienes informáticos,50000,0,-20000,30000,0,0,0,30000
Subsidio federal,53401021,SG,3710401,DCSH,DEC,Pasajes aéreos nacionales,7000,0,-7000,0,0,0,0,0
Subsidio federal,53401021,SG,3750401,DCSH,DEC,Viáticos en Territorio Nacional,7000,0,-7000,0,0,0,0,0
Subsidio federal,53401021,SG,3830101,DCSH,DEC,Colaboración para Eventos,3000,0,-3000,0,0,0,0,0
Subsidio federal,53401021,BMII,5150101,DCSH,DEC,Equipo de cómputo y de tecnologías de la información,16000,0,17000,33000,0,0,32735.2,264.8
Subsidio federal,53402001,MS,2110101,DCSH,DEC,Papeleria y Articulos de Oficina,1000,0,-1000,0,0,0,0,0
Subsidio federal,53402001,SG,3330101,DCSH,DEC,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,5000,0,-5000,0,0,0,0,0
Subsidio federal,53402001,SG,3340101,DCSH,DEC,Servicios Profesionales Personas Físicas para servicios de capacitacion,10000,0,-10000,0,0,0,0,0
Subsidio federal,53402001,SG,3710401,DCSH,DEC,Pasajes aéreos nacionales,8000,0,-8000,0,0,0,0,0
Subsidio federal,53402001,SG,3750401,DCSH,DEC,Viáticos en Territorio Nacional,6000,0,-6000,0,0,0,0,0
Subsidio federal,53402001,SG,3830101,DCSH,DEC,Colaboración para Eventos,3000,0,-3000,0,0,0,0,0
Subsidio federal,53402001,BMII,5150101,DCSH,DEC,Equipo de cómputo y de tecnologías de la información,0,0,42775,42775,0,0,42108,667
Subsidio federal,53402002,SG,3830101,DCSH,DEC,Colaboración para Eventos,3000,0,-3000,0,0,0,0,0
Subsidio federal,53402002,BMII,5150101,DCSH,DEC,Equipo de cómputo y de tecnologías de la información,30000,0,4544.8,34544.8,0,0,32735.2,1809.6
Subsidio federal,53402004,MS,2140101,DCSH,DEC,Materiales y útiles para el procesamiento en equipos y bienes informáticos,6000,0,-6000,0,0,0,0,0
Subsidio federal,53402004,MS,2150208,DCSH,DEC,Software no especializado,5000,0,-1550,3450,0,0,0,3450
Subsidio federal,53402004,MS,2940101,DCSH,DEC,Refacciones y Accesorios para equipo de cómputo,1500,0,0,1500,0,0,0,1500
Subsidio federal,53402004,SG,3330101,DCSH,DEC,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,11000,0,-11000,0,0,0,0,0
Subsidio federal,53402004,SG,3710401,DCSH,DEC,Pasajes aéreos nacionales,5500,0,0,5500,0,0,0,5500
Subsidio federal,53402004,SG,3750401,DCSH,DEC,Viáticos en Territorio Nacional,4000,0,0,4000,0,0,0,4000
Subsidio federal,53402004,BMII,5150101,DCSH,DEC,Equipo de cómputo y de tecnologías de la información,0,0,18550,18550,0,0,18548.4,1.6
Subsidio federal,53402005,SG,3330101,DCSH,DEC,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,13000,0,0,13000,0,0,0,13000
Subsidio federal,53402005,SG,3710601,DCSH,DEC,Pasaje aéreos internacionales,18000,0,3342,21342,0,0,21342,0
Subsidio federal,53402005,SG,3750401,DCSH,DEC,Viáticos en Territorio Nacional,2000,0,0,2000,0,0,0,2000
Subsidio federal,53402006,SG,3710601,DCSH,DEC,Pasaje aéreos internacionales,25000,0,-25000,0,0,0,0,0
Subsidio federal,53402006,SG,3760201,DCSH,DEC,Viáticos en el extranjero,8000,0,-8000,0,0,0,0,0
Subsidio federal,53402006,BMII,5150101,DCSH,DEC,Equipo de cómputo y de tecnologías de la información,0,0,35496.8,35496.8,0,0,35496,0.8
Subsidio federal,53402007,MS,2110101,DCSH,DEC,Papeleria y Articulos de Oficina,2000,0,-2000,0,0,0,0,0
Subsidio federal,53402007,MS,2150201,DCSH,DEC,Material para información en actividades de investigación científica y tecnológica (Áreas académicas),0,0,9995,9995,0,0,7835,2160
Subsidio federal,53402007,MS,2940101,DCSH,DEC,Refacciones y Accesorios para equipo de cómputo,0,0,4479,4479,0,0,4478.99,0.01
Subsidio federal,53402007,SG,3190401,DCSH,DEC,Servicios integrales de infraestructura de cómputo,3000,0,-3000,0,0,0,0,0
Subsidio federal,53402007,SG,3710401,DCSH,DEC,Pasajes aéreos nacionales,15000,0,-675,14325,0,0,0,14325
Subsidio federal,53402007,SG,3750401,DCSH,DEC,Viáticos en Territorio Nacional,13000,0,-8799,4201,0,0,0,4201
Subsidio federal,53402007,BMII,5150101,DCSH,DEC,Equipo de cómputo y de tecnologías de la información,0,0,0,0,0,0,0,0
Subsidio federal,53501005,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,47000,0,-26192,20808,2545.62,0,13005.92,7802.08
Subsidio federal,53501005,MS,2610301,DCSH,DPS,"Combustibles, lubricantes y aditivos",3000,0,-540,2460,0,0,0,2460
Subsidio federal,53501005,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,20000,0,0,20000,0,0,10658.08,9341.92
Subsidio federal,53501005,SG,3360401,DCSH,DPS,Impresión y elaboración de material informativo derivado de la operación y administración,35000,0,-20000,15000,0,0,870,14130
Subsidio federal,53501005,SG,3830101,DCSH,DPS,Colaboración para Eventos,25000,0,-3518.06,21481.94,0,0,0,21481.94
Subsidio federal,53501005,BMII,5150101,DCSH,DPS,Equipo de cómputo y de tecnologías de la información,35000,0,127637.8,162637.8,161124,0,161124,1513.8
Subsidio federal,53501011,SG,3360401,DCSH,DPS,Impresión y elaboración de material informativo derivado de la operación y administración,314500,0,-162889,151611,0,0,0,151611
Subsidio federal,53501011,SG,3710401,DCSH,DPS,Pasajes aéreos nacionales,4000,0,0,4000,0,0,0,4000
Subsidio federal,53501011,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,3500,0,-528,2972,0,0,0,2972
Subsidio federal,53501011,TAS,4410301,DCSH,DPS,"PREMIOS, RECOMPENSAS, PENSIONES DE GRACIA Y PENSION RECREATIVA ESTUDIANTIL.",8000,0,0,8000,0,0,0,8000
Remanentes,53501013,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,0,0,52214.62,52214.62,0,0,150,52064.62
Remanentes,53501013,MS,2610301,DCSH,DPS,"Combustibles, lubricantes y aditivos",0,0,2000,2000,0,0,758,1242
Remanentes,53501013,SG,3340101,DCSH,DPS,Servicios Profesionales Personas Físicas para servicios de capacitacion,0,0,15000,15000,0,0,14601.4,398.6
Remanentes,53501013,SG,3720402,DCSH,DPS,Peajes,0,0,1500,1500,0,0,1100,400
Subsidio federal,53502001,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,3500,0,-2000,1500,0,0,0,1500
Subsidio federal,53502001,MS,2230101,DCSH,DPS,Utensilios para el servicio de alimentación,2000,0,0,2000,0,0,0,2000
Subsidio federal,53502001,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,2000,0,0,2000,0,0,0,2000
Subsidio federal,53502001,SG,3340101,DCSH,DPS,Servicios Profesionales Personas Físicas para servicios de capacitacion,10000,0,0,10000,0,0,0,10000
Subsidio federal,53502001,SG,3790102,DCSH,DPS,Gastos de transportación para alumnos e invitados,2000,0,0,2000,2000,0,2000,0
Subsidio federal,53502001,SG,3790103,DCSH,DPS,Gastos de alimentación y  hospedaje  para alumnos e invitados,3000,0,2000,5000,0,0,0,5000
Subsidio federal,53502001,SG,3830101,DCSH,DPS,Colaboración para Eventos,2500,0,0,2500,2387.5,0,2387.5,112.5
Subsidio federal,53502007,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,5000,0,-5000,0,0,0,0,0
Subsidio federal,53502007,MS,2230101,DCSH,DPS,Utensilios para el servicio de alimentación,3000,0,0,3000,0,0,0,3000
Subsidio federal,53502007,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,8000,0,0,8000,0,0,0,8000
Subsidio federal,53502007,SG,3790102,DCSH,DPS,Gastos de transportación para alumnos e invitados,4000,0,-1052.23,2947.77,0,0,0,2947.77
Subsidio federal,53502007,SG,3790103,DCSH,DPS,Gastos de alimentación y  hospedaje  para alumnos e invitados,4000,0,-528,3472,0,0,0,3472
Subsidio federal,53502007,SG,3830101,DCSH,DPS,Colaboración para Eventos,6000,0,-540,5460,0,0,0,5460
Subsidio federal,53502021,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,5000,0,1612,6612,6612,0,6612,0
Subsidio federal,53502021,SG,3710601,DCSH,DPS,Pasaje aéreos internacionales,10000,0,-3848,6152,0,0,6151.53,0.47
Subsidio federal,53502021,SG,3760201,DCSH,DPS,Viáticos en el extranjero,5000,0,-250,4750,0,3848,3848,902
Subsidio federal,53502021,SG,3830101,DCSH,DPS,Colaboración para Eventos,0,0,2486,2486,0,0,0,2486
Subsidio federal,53502023,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,18000,0,-18000,0,0,0,0,0
Subsidio federal,53502023,MS,2610301,DCSH,DPS,"Combustibles, lubricantes y aditivos",2000,0,0,2000,0,0,0,2000
Subsidio federal,53502023,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,10000,0,0,10000,0,0,0,10000
Subsidio federal,53502023,SG,3710401,DCSH,DPS,Pasajes aéreos nacionales,5000,0,0,5000,0,0,0,5000
Subsidio federal,53502023,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,14000,0,-2000,12000,0,0,0,12000
Subsidio federal,53502023,SG,3830101,DCSH,DPS,Colaboración para Eventos,11000,0,-5000,6000,0,0,0,6000
Subsidio federal,53502026,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,2000,0,-2000,0,0,0,0,0
Subsidio federal,53502026,MS,2470101,DCSH,DPS,Artículos metálicos para la construcción,3000,0,0,3000,0,0,0,3000
Subsidio federal,53502026,MS,2560101,DCSH,DPS,"Fibras sintéticas, hules, plásticos y derivados",15000,0,-4706.57,10293.43,0,0,0,10293.43
Subsidio federal,53502027,BMII,5150101,DCSH,DPS,Equipo de cómputo y de tecnologías de la información,20000,0,-20000,0,0,0,0,0
Subsidio federal,53502028,SG,3710601,DCSH,DPS,Pasaje aéreos internacionales,12000,0,0,12000,2000,0,2000,10000
Subsidio federal,53502028,SG,3760201,DCSH,DPS,Viáticos en el extranjero,8000,0,0,8000,0,5485.11,5485.11,2514.89
Remanentes,53502031,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,0,5000,-127.6,4872.4,0,0,0,4872.4
Remanentes,53502031,MS,2210301,DCSH,DPS,Productos alimenticios para el personal que realiza labores en campo o de supervisión,0,30000,0,30000,0,0,0,30000
Remanentes,53502031,MS,2610301,DCSH,DPS,"Combustibles, lubricantes y aditivos",0,26608.34,0,26608.34,0,0,6624.47,19983.87
Remanentes,53502031,MS,2910101,DCSH,DPS,Herramientas Menores,0,10000,0,10000,0,0,0,10000
Remanentes,53502031,SG,3360401,DCSH,DPS,Impresión y elaboración de material informativo derivado de la operación y administración,0,0,127.6,127.6,0,0,0,127.6
Remanentes,53502031,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,0,15561,0,15561,0,0,3950,11611
Remanentes,53502031,SG,3830101,DCSH,DPS,Colaboración para Eventos,0,50000,0,50000,0,0,0,50000
Remanentes,53502036,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,0,100000,-100000,0,0,0,0,0
Remanentes,53502036,MS,2560101,DCSH,DPS,"Fibras sintéticas, hules, plásticos y derivados",0,0,100000,100000,0,0,99994.41,5.59
Subsidio federal,53502037,SG,3710601,DCSH,DPS,Pasaje aéreos internacionales,40000,0,-8000,32000,0,0,0,32000
Subsidio federal,53502037,SG,3760201,DCSH,DPS,Viáticos en el extranjero,0,0,8000,8000,0,8000,8000,0
Subsidio federal,53502038,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,10000,0,-1596,8404,0,0,0,8404
Subsidio federal,53502038,MS,2610301,DCSH,DPS,"Combustibles, lubricantes y aditivos",2500,0,0,2500,0,0,0,2500
Subsidio federal,53502038,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,3000,0,0,3000,0,0,0,3000
Subsidio federal,53502038,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,4500,0,0,4500,0,0,0,4500
Remanentes,53502039,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,0,0,51668,51668,0,0,0,51668
Remanentes,53502039,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,0,0,33332,33332,23486.96,0,23486.96,9845.04
Remanentes,53502039,SG,3330101,DCSH,DPS,Servicios Profesionales Personas Físicas para servicios de desarrollo de aplicaciones informaticas,0,0,166666,166666,0,0,0,166666
Remanentes,53502039,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,0,0,115000,115000,0,0,0,115000
Remanentes,53502039,BMII,5150101,DCSH,DPS,Equipo de cómputo y de tecnologías de la información,0,0,133334,133334,0,0,132646,688
Subsidio federal,53502040,MS,2610301,DCSH,DPS,"Combustibles, lubricantes y aditivos",0,0,976.8,976.8,976.8,0,976.8,0
Subsidio federal,53502040,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,8000,0,3106.31,11106.31,0,0,0,11106.31
Subsidio federal,53502040,SG,3760201,DCSH,DPS,Viáticos en el extranjero,12000,0,-6088.16,5911.84,0,0,0,5911.84
Subsidio federal,53502040,SG,3830101,DCSH,DPS,Colaboración para Eventos,0,0,1900,1900,0,0,1900,0
Remanentes,53502041,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,0,6692,0,6692,0,0,0,6692
Remanentes,53502042,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,0,30065.12,0,30065.12,0,0,0,30065.12
Subsidio federal,53503007,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,3500,0,-2040,1460,0,0,0,1460
Subsidio federal,53503007,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,0,0,2040,2040,0,0,0,2040
Subsidio federal,53503007,SG,3830101,DCSH,DPS,Colaboración para Eventos,1500,0,0,1500,0,0,0,1500
Subsidio federal,53503008,MS,2940101,DCSH,DPS,Refacciones y Accesorios para equipo de cómputo,3000,0,0,3000,0,0,0,3000
Subsidio federal,53503008,SG,3710401,DCSH,DPS,Pasajes aéreos nacionales,4000,0,0,4000,0,0,0,4000
Subsidio federal,53503008,SG,3710601,DCSH,DPS,Pasaje aéreos internacionales,10000,0,0,10000,0,0,0,10000
Subsidio federal,53503008,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,3000,0,0,3000,0,0,0,3000
Subsidio federal,53503010,MS,2610301,DCSH,DPS,"Combustibles, lubricantes y aditivos",3000,0,0,3000,0,0,0,3000
Subsidio federal,53503010,SG,3710601,DCSH,DPS,Pasaje aéreos internacionales,17000,0,-7000,10000,0,0,10000,0
Subsidio federal,53503010,SG,3760201,DCSH,DPS,Viáticos en el extranjero,0,0,7000,7000,0,0,0,7000
Subsidio federal,53503012,SG,3710401,DCSH,DPS,Pasajes aéreos nacionales,5000,0,0,5000,0,0,0,5000
Subsidio federal,53503012,SG,3710601,DCSH,DPS,Pasaje aéreos internacionales,10000,0,-1000,9000,0,0,0,9000
Subsidio federal,53503012,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,5000,0,1000,6000,0,0,5088.48,911.52
Subsidio federal,53503013,MS,2110101,DCSH,DPS,Papeleria y Articulos de Oficina,1700,0,0,1700,0,0,0,1700
Subsidio federal,53503013,MS,2150201,DCSH,DPS,Material para información en actividades de investigación científica y tecnológica (Áreas académicas),2000,0,0,2000,0,0,0,2000
Subsidio federal,53503013,SG,3710401,DCSH,DPS,Pasajes aéreos nacionales,6000,0,0,6000,0,0,0,6000
Subsidio federal,53503013,SG,3750401,DCSH,DPS,Viáticos en Territorio Nacional,4000,0,0,4000,0,0,0,4000
Subsidio federal,53503013,SG,3830101,DCSH,DPS,Colaboración para Eventos,1300,0,0,1300,0,0,0,1300
Subsidio federal,54101009,MS,2110101,DCBS,ODCSBS,Papeleria y Articulos de Oficina,110000,0,-39469,70531,19669.24,0,25637.05,44893.95
Subsidio federal,54101009,MS,2120101,DCBS,ODCSBS,"Materiales y útiles de impresión, reproducción y encuadernación",0,0,2369,2369,2369,0,2369,0
Subsidio federal,54101009,MS,2150101,DCBS,ODCSBS,Material de apoyo informativo (áreas administrativas),0,0,7100,7100,0,0,7064.4,35.6
Subsidio federal,54101009,MS,2940101,DCBS,ODCSBS,Refacciones y Accesorios para equipo de cómputo,0,0,20000,20000,0,0,10920.09,9079.91
Subsidio federal,54101009,SG,3230101,DCBS,ODCSBS,Arrendamiento de Equipo y Bienes Informaticos,33500,0,0,33500,0,0,14936.13,18563.87
Subsidio federal,54101009,SG,3310101,DCBS,ODCSBS,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",120000,0,111443,231443,0,64604,201862.8,29580.2
Subsidio federal,54101009,SG,3360401,DCBS,ODCSBS,Impresión y elaboración de material informativo derivado de la operación y administración,50000,0,-5626,44374,0,0,0,44374
Subsidio federal,54101009,SG,3580101,DCBS,ODCSBS,"Servicio de lavandería, limpieza e higiene",0,0,5626,5626,0,0,5626,0
Subsidio federal,54101009,SG,3830101,DCBS,ODCSBS,Colaboración para Eventos,86645.68,0,-29580,57065.68,0,0,0,57065.68
Subsidio federal,54101010,MS,2110101,DCBS,SADCBS,Papeleria y Articulos de Oficina,56684.84,0,-1008,55676.84,0,0,9535.2,46141.64
Subsidio federal,54101010,MS,2140101,DCBS,SADCBS,Materiales y útiles para el procesamiento en equipos y bienes informáticos,3600,0,0,3600,0,0,0,3600
Subsidio federal,54101010,MS,2160101,DCBS,SADCBS,Material de limpieza,0,0,1008,1008,0,0,983.15,24.85
Subsidio federal,54101010,MS,2910101,DCBS,SADCBS,Herramientas Menores,0,0,559,559,0,0,559,0
Subsidio federal,54101010,MS,2940101,DCBS,SADCBS,Refacciones y Accesorios para equipo de cómputo,20000,0,-20000,0,0,0,0,0
Subsidio federal,54101010,MS,2950101,DCBS,SADCBS,Refacciones y Accesorios Menores de Equipo e Instrumental Médico y de Laboratorio,20000,0,-9447.16,10552.84,0,0,0,10552.84
Subsidio federal,54101010,SG,3120101,DCBS,SADCBS,Servicio de gas,0,0,1001.16,1001.16,0,0,1000,1.16
Subsidio federal,54101010,SG,3310101,DCBS,SADCBS,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",296061,0,0,296061,0,44544,137842.8,158218.2
Subsidio federal,54101010,SG,3830101,DCBS,SADCBS,Colaboración para Eventos,30000,0,0,30000,0,0,0,30000
Subsidio federal,54101010,BMII,5310101,DCBS,SADCBS,Equipo médico y de laboratorio,0,0,27887,27887,27886.4,0,27886.4,0.6
Subsidio federal,54101012,MS,2550101,DCBS,ODCSBS,"Materiales, accesorios y suministros de laboratorio",35000,0,-4872,30128,0,0,0,30128
Subsidio federal,54101012,SG,3790102,DCBS,ODCSBS,Gastos de transportación para alumnos e invitados,19798.55,0,-3320.66,16477.89,0,0,0,16477.89
Subsidio federal,54101012,SG,3790103,DCBS,ODCSBS,Gastos de alimentación y  hospedaje  para alumnos e invitados,15000,0,0,15000,0,0,0,15000
Subsidio federal,54101012,SG,3830101,DCBS,ODCSBS,Colaboración para Eventos,10000,0,0,10000,0,0,0,10000
Subsidio federal,54101018,MS,2110101,DCBS,ODCSBS,Papeleria y Articulos de Oficina,50000,0,-38724.8,11275.2,10356.48,0,10356.48,918.72
Subsidio federal,54101018,MS,2550101,DCBS,ODCSBS,"Materiales, accesorios y suministros de laboratorio",330000,0,54460,384460,81691.41,0,81691.41,302768.59
Subsidio federal,54101018,SG,3510101,DCBS,ODCSBS,Mantenimiento de Infraestructura Física (terceros),250000,0,-48361.52,201638.48,0,0,0,201638.48
Subsidio federal,54101018,SG,3540101,DCBS,ODCSBS,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",102804.79,0,0,102804.79,0,0,0,102804.79
Subsidio federal,54101018,SG,3830101,DCBS,ODCSBS,Colaboración para Eventos,50000,0,-48495.59,1504.41,0,0,0,1504.41
Subsidio federal,54101018,BMII,5110101,DCBS,ODCSBS,Mobiliario,0,0,52439,52439,0,0,0,52439
Subsidio federal,54101018,BMII,5110190,DCBS,ODCSBS,Mobiliario y equipo de oficina,0,0,0,0,0,0,0,0
Remanentes,54101019,SG,3750401,DCBS,ODCSBS,Viáticos en Territorio Nacional,0,42,0,42,0,0,0,42
Subsidio federal,54101020,MS,2150203,DCBS,ODCSBS,Libros adquiridos,70000,0,0,70000,69129,0,69129,871
Subsidio federal,54101020,MS,2550101,DCBS,ODCSBS,"Materiales, accesorios y suministros de laboratorio",30000,0,-6716.24,23283.76,0,0,0,23283.76
Subsidio federal,54101020,MS,2610301,DCBS,ODCSBS,"Combustibles, lubricantes y aditivos",0,0,23898,23898,0,3500,13399.22,10498.78
Subsidio federal,54101020,SG,3250201,DCBS,ODCSBS,Arrendamiento de equipo de transporte,15000,0,-15000,0,0,0,0,0
Subsidio federal,54101020,SG,3310101,DCBS,ODCSBS,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",25000,0,-25000,0,0,0,0,0
Subsidio federal,54101020,SG,3610101,DCBS,ODCSBS,Difusión de mensajes sobre programas y actividades institucionales.,12000,0,-10796.48,1203.52,0,0,0,1203.52
Subsidio federal,54101020,SG,3720402,DCBS,ODCSBS,Peajes,45000,0,-10424,34576,0,3500,7870,26706
Subsidio federal,54101020,SG,3750401,DCBS,ODCSBS,Viáticos en Territorio Nacional,43000,0,-1584,41416,0,20500,35875,5541
Subsidio federal,54101021,MS,2110101,DCBS,ODCSBS,Papeleria y Articulos de Oficina,10000,0,0,10000,0,0,0,10000
Subsidio federal,54101021,MS,2150203,DCBS,ODCSBS,Libros adquiridos,120000,0,0,120000,119792,0,119792,208
Subsidio federal,54101021,MS,2550101,DCBS,ODCSBS,"Materiales, accesorios y suministros de laboratorio",70000,0,-27230,42770,0,0,1299.2,41470.8
Subsidio federal,54101021,SG,3310101,DCBS,ODCSBS,"Servicios Profesionales Personas Físicas para asesoria asociadas a convenios, tratados o acuerdos",25000,0,-25000,0,0,0,0,0
Subsidio federal,54101021,SG,3360401,DCBS,ODCSBS,Impresión y elaboración de material informativo derivado de la operación y administración,10000,0,-8932,1068,0,0,0,1068
Subsidio federal,54101021,SG,3540101,DCBS,ODCSBS,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",20000,0,0,20000,0,0,0,20000
Subsidio federal,54101021,SG,3830101,DCBS,ODCSBS,Colaboración para Eventos,15000,0,0,15000,0,0,3422,11578
Subsidio federal,54101022,MS,2150203,DCBS,ODCSBS,Libros adquiridos,160000,0,0,160000,0,0,0,160000
Subsidio federal,54101022,MS,2160101,DCBS,ODCSBS,Material de limpieza,2000,0,0,2000,0,0,0,2000
Subsidio federal,54101022,MS,2550101,DCBS,ODCSBS,"Materiales, accesorios y suministros de laboratorio",100000,0,-52230,47770,0,0,0,47770
Subsidio federal,54101022,MS,2610301,DCBS,ODCSBS,"Combustibles, lubricantes y aditivos",6000,0,0,6000,0,0,0,6000
Subsidio federal,54101022,MS,2950101,DCBS,ODCSBS,Refacciones y Accesorios Menores de Equipo e Instrumental Médico y de Laboratorio,10000,0,0,10000,0,0,0,10000
Subsidio federal,54101022,SG,3120101,DCBS,ODCSBS,Servicio de gas,1000,0,0,1000,0,0,0,1000
Subsidio federal,54101022,SG,3540101,DCBS,ODCSBS,"Instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",8000,0,0,8000,0,0,0,8000
Subsidio federal,54101022,SG,3610101,DCBS,ODCSBS,Difusión de mensajes sobre programas y actividades institucionales.,8000,0,-6380,1620,580,0,580,1040
Subsidio federal,54101022,SG,3720401,DCBS,ODCSBS,Pasajes terrestres nacionales,5000,0,0,5000,0,0,0,5000
Subsidio federal,54101022,SG,3720402,DCBS,ODCSBS,Peajes,5000,0,0,5000,0,0,0,5000
